location,days.post.fert,Treatment,family,indiv.1to15,yolk.sac.volume,Comment
Kup,0,T2,K4,3,15.56876044,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K4,4,11.65610698,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K4,5,14.61037823,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K4,6,17.36932052,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K4,7,7.763790245,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K4,8,8.705738832,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K4,9,15.43449934,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K4,10,16.89445664,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K5,1,16.25604785,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K5,2,14.81795118,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K5,3,23.74255164,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K5,4,10.09025581,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K5,5,6.172831146,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K5,6,11.98703589,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K5,7,19.61794154,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K6,1,6.223621616,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K6,2,11.72580897,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K6,3,8.848695837,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K6,4,12.75262922,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K6,5,10.37467458,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K6,6,11.02019082,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K6,7,12.99213542,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K7,1,8.268946366,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K7,2,12.90369898,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K7,3,11.59008452,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K7,4,21.67686759,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K7,5,9.08398157,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K7,6,15.38823754,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K7,7,5.213872546,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K8,1,11.73714038,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K8,2,11.95771912,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K8,3,6.818909883,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K8,4,15.11987116,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K8,5,18.77767457,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K8,6,9.914885591,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K8,7,18.50130606,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K8,8,13.50274737,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K8,9,10.18141263,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K8,10,20.0904664,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K9,1,19.85723044,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K9,2,21.22669521,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K9,3,15.85119004,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K9,4,16.19355751,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K9,5,14.52935317,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K9,6,14.90615325,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K9,7,12.38652567,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,0,T2,K9,8,16.15067632,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O2,1,19.45029951,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O2,2,14.66833065,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O2,3,15.02803285,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O2,4,10.42776903,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O2,7,13.75330945,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O2,8,11.91584813,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O2,9,12.81898742,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O2,10,19.48530352,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O2,11,9.188736321,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,1,21.03238393,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,1,23.40849968,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,2,13.26238373,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,3,14.18450839,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,3,14.69505737,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,3,17.63240269,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,4,9.461767314,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,4,22.89968529,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,5,16.29126095,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,5,16.6975352,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,6,7.470138148,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,6,9.637364327,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,7,15.20360552,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,7,21.46303657,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,8,14.20062698,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,8,20.06568958,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,9,10.91937905,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,9,13.81015861,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,10,17.16134335,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,11,8.72578804,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,11,8.829157198,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,12,13.93844232,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,12,19.41604536,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,13,18.67117721,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,13,7.592902845,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,14,10.92794402,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,14,16.11712084,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,15,8.506170024,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,15,27.5081237,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,16,9.334543133,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,16,14.92064019,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,17,12.92741938,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,17,15.11454639,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O3,18,12.22729782,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O5,1,15.03084832,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O5,2,20.27813726,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O5,3,11.14621241,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O5,4,12.34195805,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O5,5,12.7011606,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O5,6,12.55722845,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O5,7,13.18092627,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O5,8,7.72471659,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O5,9,13.05306983,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Oks,0,T2,O5,10,9.402761479,days post fert = 0 is duplicated for each Treatment. D0 was prior to assigning Treatments so all the same for all treatments.
Kup,5,T1,K1,1,10.43171902,
Kup,5,T1,K1,2,9.067629702,
Kup,5,T1,K1,3,12.04158905,
Kup,5,T1,K1,4,12.33248811,
Kup,5,T1,K1,5,9.864311237,
Kup,5,T1,K10,1,9.80251596,
Kup,5,T1,K10,2,17.29091511,
Kup,5,T1,K10,3,10.75731392,
Kup,5,T1,K10,4,9.955221959,
Kup,5,T1,K10,5,11.50535171,
Kup,5,T1,K11,1,11.17238541,
Kup,5,T1,K11,2,8.72223264,
Kup,5,T1,K11,3,9.822872285,
Kup,5,T1,K11,4,13.00987067,
Kup,5,T1,K11,5,16.57373408,
Kup,5,T1,K12,1,10.32627787,
Kup,5,T1,K12,2,20.87655176,
Kup,5,T1,K12,3,12.90380901,
Kup,5,T1,K12,4,18.83743377,
Kup,5,T1,K12,5,22.19481719,
Kup,5,T1,K13,1,13.12562986,
Kup,5,T1,K13,2,9.831435122,
Kup,5,T1,K13,3,11.7552213,
Kup,5,T1,K13,4,10.91381033,
Kup,5,T1,K13,5,13.34276282,
Kup,5,T1,K14,1,9.031084542,
Kup,5,T1,K14,2,15.21668076,
Kup,5,T1,K14,3,10.50236624,
Kup,5,T1,K14,4,20.32553403,
Kup,5,T1,K14,5,15.09002019,
Kup,5,T1,K15,1,21.48417772,
Kup,5,T1,K15,2,14.84244143,
Kup,5,T1,K15,3,19.31577357,
Kup,5,T1,K15,4,22.4914747,
Kup,5,T1,K15,5,25.32856721,
Kup,5,T1,K16,1,11.61414351,
Kup,5,T1,K16,2,14.14216381,
Kup,5,T1,K16,3,15.77476952,
Kup,5,T1,K16,4,13.75740463,
Kup,5,T1,K16,5,9.219831099,
Kup,5,T1,K2,1,16.37389796,
Kup,5,T1,K2,2,24.41963125,
Kup,5,T1,K2,3,14.90909697,
Kup,5,T1,K2,4,9.540467621,
Kup,5,T1,K3,1,14.48529402,
Kup,5,T1,K3,2,9.220672916,
Kup,5,T1,K3,3,9.078243869,
Kup,5,T1,K3,4,9.349736074,
Kup,5,T1,K3,5,10.88579313,
Kup,5,T1,K4,1,14.10836192,
Kup,5,T1,K4,2,9.714331668,
Kup,5,T1,K4,3,10.04597446,
Kup,5,T1,K4,4,7.348521887,
Kup,5,T1,K4,5,11.40629704,
Kup,5,T1,K5,1,20.68145323,
Kup,5,T1,K6,1,8.415411265,
Kup,5,T1,K6,2,13.25168364,
Kup,5,T1,K6,3,12.25810143,
Kup,5,T1,K6,4,12.37194149,
Kup,5,T1,K6,5,9.362379254,
Kup,5,T1,K7,1,11.61232562,
Kup,5,T1,K7,2,9.377036988,
Kup,5,T1,K7,3,10.07224114,
Kup,5,T1,K7,4,9.965306233,
Kup,5,T1,K8,1,10.20257554,
Kup,5,T1,K8,2,9.643370358,
Kup,5,T1,K8,3,8.026163019,
Kup,5,T1,K8,4,12.75120885,
Kup,5,T1,K9,1,4.271473525,
Kup,5,T1,K9,2,6.124970902,
Kup,5,T1,K9,3,7.078794224,
Kup,5,T1,K9,4,11.72065412,
Kup,5,T1,K9,5,13.7699004,
Oks,5,T1,O1,1,12.20380237,
Oks,5,T1,O1,2,22.32785847,
Oks,5,T1,O1,3,18.4100592,
Oks,5,T1,O1,4,16.28213749,
Oks,5,T1,O1,5,15.86057485,
Oks,5,T1,O2,1,8.68976029,
Oks,5,T1,O2,2,6.409288556,
Oks,5,T1,O2,3,5.77772007,
Oks,5,T1,O2,4,6.847582132,
Oks,5,T1,O2,5,6.327851782,
Oks,5,T1,O4,1,19.25394255,
Oks,5,T1,O4,2,10.11934705,
Oks,5,T1,O4,3,13.37509979,
Oks,5,T1,O4,4,9.03959865,
Oks,5,T1,O4,5,8.957512269,
Oks,5,T1,O5,1,7.644638952,
Oks,5,T1,O5,2,7.233134219,
Oks,5,T1,O5,3,8.143544502,
Oks,5,T1,O6,1,10.61561622,
Oks,5,T1,O6,2,11.15007975,
Oks,5,T1,O6,3,10.20701083,
Oks,5,T1,O6,4,9.351282764,
Oks,5,T1,O6,5,9.598271135,
Kup,5,T2,K1,1,19.42814972,
Kup,5,T2,K1,2,18.85752885,
Kup,5,T2,K1,3,18.04912991,
Kup,5,T2,K1,4,16.36866458,
Kup,5,T2,K1,5,14.44902457,
Kup,5,T2,K1,6,16.90729513,
Kup,5,T2,K1,7,20.78346016,
Kup,5,T2,K1,8,10.82640849,
Kup,5,T2,K1,9,18.65721861,
Kup,5,T2,K10,1,8.746888006,
Kup,5,T2,K10,2,10.06157045,
Kup,5,T2,K10,3,17.66376188,
Kup,5,T2,K10,4,16.47919748,
Kup,5,T2,K10,5,7.348409628,
Kup,5,T2,K11,1,6.226504196,
Kup,5,T2,K11,2,12.97810634,
Kup,5,T2,K11,3,12.91000291,
Kup,5,T2,K11,4,4.438753768,
Kup,5,T2,K11,5,10.41934024,
Kup,5,T2,K12,1,15.96687412,
Kup,5,T2,K12,2,10.01836425,
Kup,5,T2,K12,3,8.968072166,
Kup,5,T2,K12,4,7.662711689,
Kup,5,T2,K12,5,17.56846387,
Kup,5,T2,K13,1,16.34409631,
Kup,5,T2,K13,2,8.607247355,
Kup,5,T2,K13,3,10.58883211,
Kup,5,T2,K13,4,9.667369745,
Kup,5,T2,K13,5,11.97488239,
Kup,5,T2,K14,1,11.128989,
Kup,5,T2,K14,2,17.54209444,
Kup,5,T2,K14,3,18.05555968,
Kup,5,T2,K14,4,12.49681203,
Kup,5,T2,K14,5,12.05737279,
Kup,5,T2,K15,1,21.97450455,
Kup,5,T2,K15,2,15.44849109,
Kup,5,T2,K15,3,20.53553835,
Kup,5,T2,K15,4,20.05825096,
Kup,5,T2,K15,5,15.09034591,
Kup,5,T2,K16,1,9.839046067,
Kup,5,T2,K16,2,15.5081101,
Kup,5,T2,K16,3,13.25036541,
Kup,5,T2,K16,4,11.44247912,
Kup,5,T2,K16,5,9.946429738,
Kup,5,T2,K2,1,10.70470607,
Kup,5,T2,K2,2,13.22321183,
Kup,5,T2,K2,3,14.13427523,
Kup,5,T2,K2,4,12.65870289,
Kup,5,T2,K2,5,21.18489562,
Kup,5,T2,K2,6,12.32073086,
Kup,5,T2,K2,7,10.1173508,
Kup,5,T2,K2,8,9.647995588,
Kup,5,T2,K2,9,11.71999068,
Kup,5,T2,K2,10,9.589384447,
Kup,5,T2,K3,1,12.48510835,
Kup,5,T2,K3,2,15.07554392,
Kup,5,T2,K3,3,20.8355543,
Kup,5,T2,K3,4,15.70314709,
Kup,5,T2,K3,5,11.88375046,
Kup,5,T2,K3,6,13.85845597,
Kup,5,T2,K3,7,9.77939991,
Kup,5,T2,K3,8,22.05702879,
Kup,5,T2,K3,9,12.89846198,
Kup,5,T2,K3,10,19.17063472,
Kup,5,T2,K4,1,11.54159586,
Kup,5,T2,K4,2,6.893888681,
Kup,5,T2,K4,3,7.989390819,
Kup,5,T2,K4,4,13.00143011,
Kup,5,T2,K4,5,13.66302253,
Kup,5,T2,K4,6,8.457915304,
Kup,5,T2,K4,7,17.05651285,
Kup,5,T2,K4,8,13.72492756,
Kup,5,T2,K4,9,9.069659143,
Kup,5,T2,K4,10,8.416240756,
Kup,5,T2,K5,1,13.62887255,
Kup,5,T2,K5,2,21.7628021,
Kup,5,T2,K5,3,15.60124625,
Kup,5,T2,K5,4,22.4128785,
Kup,5,T2,K5,5,20.79577816,
Kup,5,T2,K6,1,15.90092927,
Kup,5,T2,K6,2,10.92338516,
Kup,5,T2,K7,1,8.577134147,
Kup,5,T2,K7,2,11.02705406,
Kup,5,T2,K7,3,7.33535831,
Kup,5,T2,K7,4,16.44316652,
Kup,5,T2,K7,5,9.199728274,
Kup,5,T2,K8,1,14.22051987,
Kup,5,T2,K8,2,21.10008101,
Kup,5,T2,K8,3,11.39161264,
Kup,5,T2,K8,4,11.48958222,
Kup,5,T2,K8,5,14.51097312,
Kup,5,T2,K9,1,15.24284972,
Kup,5,T2,K9,2,21.53295038,
Kup,5,T2,K9,3,15.658167,
Kup,5,T2,K9,4,9.734691901,
Kup,5,T2,K9,5,18.59507121,
Oks,5,T2,O1,1,16.68471745,
Oks,5,T2,O1,2,16.2727817,
Oks,5,T2,O1,3,13.59699777,
Oks,5,T2,O1,4,15.11693222,
Oks,5,T2,O1,5,16.02303717,
Oks,5,T2,O2,1,13.15118787,
Oks,5,T2,O2,2,8.575339758,
Oks,5,T2,O2,3,7.427142403,
Oks,5,T2,O2,4,9.723795945,
Oks,5,T2,O2,5,14.21705944,
Oks,5,T2,O4,1,9.692879302,
Oks,5,T2,O4,2,14.09773351,
Oks,5,T2,O4,3,11.16689136,
Oks,5,T2,O4,4,11.12939084,
Oks,5,T2,O4,5,12.55002931,
Oks,5,T2,O5,1,8.712706303,
Oks,5,T2,O5,2,8.019387314,
Oks,5,T2,O6,1,18.46204224,
Oks,5,T2,O6,2,8.894538698,
Oks,5,T2,O6,3,10.99461281,
Oks,5,T2,O6,4,8.297189311,
Oks,5,T2,O6,5,7.946804167,
Kup,5,T3,K1,1,6.612949364,
Kup,5,T3,K1,2,6.524154438,
Kup,5,T3,K1,3,5.414395352,
Kup,5,T3,K1,4,10.09009014,
Kup,5,T3,K1,5,9.62695846,
Kup,5,T3,K1,6,7.680564139,
Kup,5,T3,K10,1,7.904536805,
Kup,5,T3,K10,2,17.3200898,
Kup,5,T3,K10,3,13.76675031,
Kup,5,T3,K11,1,6.300520948,
Kup,5,T3,K11,2,12.06064627,
Kup,5,T3,K11,3,11.36262456,
Kup,5,T3,K11,4,14.39265857,
Kup,5,T3,K11,5,13.7600373,
Kup,5,T3,K12,1,7.108533549,
Kup,5,T3,K12,2,7.035720375,
Kup,5,T3,K12,3,7.309757282,
Kup,5,T3,K12,4,6.741568107,
Kup,5,T3,K12,5,11.83390858,
Kup,5,T3,K13,1,12.478063,
Kup,5,T3,K13,2,15.63733583,
Kup,5,T3,K13,3,9.696354038,
Kup,5,T3,K13,4,14.21703897,
Kup,5,T3,K13,5,13.78211773,
Kup,5,T3,K14,1,11.94549636,
Kup,5,T3,K14,2,10.9673613,
Kup,5,T3,K14,3,11.47163954,
Kup,5,T3,K14,4,11.23043233,
Kup,5,T3,K14,5,8.013234412,
Kup,5,T3,K15,1,24.27240542,
Kup,5,T3,K15,2,21.22625758,
Kup,5,T3,K15,3,11.35852573,
Kup,5,T3,K15,4,10.55261123,
Kup,5,T3,K15,5,25.26293989,
Kup,5,T3,K15,6,10.6642448,
Kup,5,T3,K16,1,8.244347462,
Kup,5,T3,K16,2,6.29363261,
Kup,5,T3,K16,3,10.38487117,
Kup,5,T3,K16,4,8.874582087,
Kup,5,T3,K16,5,9.515031114,
Kup,5,T3,K2,1,9.238497144,
Kup,5,T3,K2,2,5.617176559,
Kup,5,T3,K2,3,6.407287655,
Kup,5,T3,K2,4,8.954086213,
Kup,5,T3,K2,5,5.339315215,
Kup,5,T3,K3,1,8.923940011,
Kup,5,T3,K3,2,11.97184739,
Kup,5,T3,K3,3,8.543895992,
Kup,5,T3,K3,4,9.072512048,
Kup,5,T3,K3,5,5.444421229,
Kup,5,T3,K4,1,8.100775311,
Kup,5,T3,K4,2,16.15054856,
Kup,5,T3,K4,3,6.630114121,
Kup,5,T3,K4,4,10.24074834,
Kup,5,T3,K4,5,9.968653233,
Kup,5,T3,K5,1,9.741826462,
Kup,5,T3,K5,2,9.296204486,
Kup,5,T3,K5,3,9.184659104,
Kup,5,T3,K5,4,10.61896955,
Kup,5,T3,K5,5,10.55296628,
Kup,5,T3,K6,1,7.813406367,
Kup,5,T3,K7,1,10.19029171,
Kup,5,T3,K7,2,8.778717129,
Kup,5,T3,K7,3,6.969623503,
Kup,5,T3,K7,4,9.146193257,
Kup,5,T3,K7,5,8.621105391,
Kup,5,T3,K8,1,14.12456209,
Kup,5,T3,K8,2,16.20981234,
Kup,5,T3,K8,3,15.19226885,
Kup,5,T3,K8,4,11.17434058,
Kup,5,T3,K8,5,10.90159635,
Kup,5,T3,K9,1,11.37409146,
Kup,5,T3,K9,2,14.38907769,
Kup,5,T3,K9,3,9.15004082,
Kup,5,T3,K9,4,9.505156639,
Kup,5,T3,K9,5,13.88555842,
Oks,5,T3,O1,1,10.0902595,
Oks,5,T3,O1,2,17.55904364,
Oks,5,T3,O1,3,8.605703648,
Oks,5,T3,O1,4,11.15799757,
Oks,5,T3,O1,5,9.278624576,
Oks,5,T3,O2,1,8.508886601,
Oks,5,T3,O2,2,11.848694,
Oks,5,T3,O2,3,8.714513753,
Oks,5,T3,O2,4,14.82973641,
Oks,5,T3,O2,5,12.69498191,
Oks,5,T3,O4,1,12.32366126,
Oks,5,T3,O4,2,19.14890833,
Oks,5,T3,O4,3,9.304809309,
Oks,5,T3,O4,4,11.31244197,
Oks,5,T3,O4,5,10.44873132,
Oks,5,T3,O6,1,9.048245293,
Oks,5,T3,O6,2,15.38599053,
Oks,5,T3,O6,3,10.16861641,
Oks,5,T3,O6,4,7.957413205,
Oks,5,T3,O6,5,7.972156156,
Kup,10,T1,K1,1,9.483603486,
Kup,10,T1,K1,2,9.939727233,
Kup,10,T1,K1,3,9.41017171,
Kup,10,T1,K1,4,8.323447105,
Kup,10,T1,K1,5,9.877802014,
Kup,10,T1,K1,6,9.924423032,
Kup,10,T1,K1,7,12.06731921,
Kup,10,T1,K1,8,8.353091472,
Kup,10,T1,K1,9,10.14051735,
Kup,10,T1,K1,10,7.282834619,
Kup,10,T1,K10,1,16.18990647,
Kup,10,T1,K10,2,20.75790094,
Kup,10,T1,K10,3,10.46181267,
Kup,10,T1,K10,4,13.81876893,
Kup,10,T1,K10,5,19.08382045,
Kup,10,T1,K10,6,12.28679648,
Kup,10,T1,K10,7,5.594739069,
Kup,10,T1,K10,8,10.06925323,
Kup,10,T1,K10,9,8.573463807,
Kup,10,T1,K10,10,16.29117057,
Kup,10,T1,K11,1,10.95732866,
Kup,10,T1,K11,2,7.248559819,
Kup,10,T1,K11,3,11.32503763,
Kup,10,T1,K11,4,14.17809384,
Kup,10,T1,K11,5,8.681494252,
Kup,10,T1,K11,6,9.879718709,
Kup,10,T1,K11,7,7.649014807,
Kup,10,T1,K11,8,13.63708836,
Kup,10,T1,K11,9,9.599520603,
Kup,10,T1,K11,10,11.17733543,
Kup,10,T1,K12,1,12.95503217,
Kup,10,T1,K12,2,20.10732768,
Kup,10,T1,K12,3,13.93564708,
Kup,10,T1,K12,4,12.02394773,
Kup,10,T1,K12,5,14.12307426,
Kup,10,T1,K12,6,10.34691322,
Kup,10,T1,K12,7,11.85501921,
Kup,10,T1,K12,8,10.926612,
Kup,10,T1,K12,9,10.15351047,
Kup,10,T1,K12,10,11.27917123,
Kup,10,T1,K13,1,6.162642727,
Kup,10,T1,K13,2,6.973261479,
Kup,10,T1,K13,3,8.139576304,
Kup,10,T1,K13,4,7.346587154,
Kup,10,T1,K13,5,7.586806555,
